,area_type,availability,location,size_bhk,total_sqft,bath,price
2121,Super built-up  Area,Ready To Move,Electronic City,2,1070.0,2.0,48.0
2122,Super built-up  Area,Ready To Move,Electronic City,2,1025.0,2.0,54.0
2123,Super built-up  Area,Ready To Move,Electronic City,3,1500.0,2.0,70.0
2124,Super built-up  Area,Ready To Move,Electronic City,3,1500.0,2.0,64.5
2126,Super built-up  Area,At available date,Electronic City,4,2093.0,4.0,134.0
2128,Super built-up  Area,At available date,Electronic City,2,1355.0,2.0,73.0
2129,Super built-up  Area,Ready To Move,Electronic City,3,1360.0,2.0,64.99
2130,Super built-up  Area,Ready To Move,Electronic City,2,1060.0,2.0,52.0
2131,Super built-up  Area,At available date,Electronic City Phase II,2,1056.0,2.0,39.07
2132,Super built-up  Area,At available date,Electronic City Phase II,2,1020.0,2.0,30.6
2133,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1069.0,2.0,45.0
2134,Super built-up  Area,At available date,Electronic City Phase II,1,630.0,1.0,28.35
2136,Super built-up  Area,At available date,Electronic City Phase II,2,1000.0,2.0,25.0
2137,Built-up  Area,At available date,Electronic City Phase II,2,1090.0,2.0,28.34
2138,Super built-up  Area,At available date,Electronic City Phase II,4,2225.0,4.0,98.88
2140,Super built-up  Area,Ready To Move,Electronic City Phase II,2,775.0,2.0,38.0
2141,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1266.0,2.0,59.0
2142,Super built-up  Area,At available date,Electronic City Phase II,2,1000.0,2.0,28.88
2145,Super built-up  Area,At available date,Electronic City Phase II,2,972.0,2.0,44.0
2147,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1031.0,2.0,55.0
2148,Super built-up  Area,At available date,Electronic City Phase II,2,1003.0,2.0,40.6
2149,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1031.0,2.0,56.35
2151,Super built-up  Area,At available date,Electronic City Phase II,3,1395.0,2.0,62.78
2152,Built-up  Area,At available date,Electronic City Phase II,2,1160.0,2.0,33.5
2153,Super built-up  Area,At available date,Electronic City Phase II,2,1065.0,2.0,30.75
2154,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1219.0,2.0,61.25
2156,Built-up  Area,At available date,Electronic City Phase II,2,1000.0,2.0,28.88
2157,Built-up  Area,Ready To Move,Electronic City Phase II,3,1790.0,3.0,100.0
2158,Super built-up  Area,Ready To Move,Electronic City Phase II,2,769.0,2.0,40.0
2160,Super built-up  Area,Ready To Move,Electronic City Phase II,2,900.0,2.0,32.5
2163,Carpet  Area,At available date,Electronic City Phase II,3,993.0,2.0,50.0
2164,Super built-up  Area,At available date,Electronic City Phase II,3,1418.0,3.0,52.47
2165,Built-up  Area,Ready To Move,Electronic City Phase II,2,1070.0,2.0,45.0
2168,Built-up  Area,At available date,Electronic City Phase II,2,1140.0,2.0,33.06
2169,Super built-up  Area,At available date,Electronic City Phase II,2,1089.0,2.0,32.67
2170,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1031.0,2.0,55.0
2171,Built-up  Area,Ready To Move,Electronic City Phase II,2,1253.0,2.0,65.8
2173,Super built-up  Area,At available date,Electronic City Phase II,2,1160.0,2.0,33.5
2174,Super built-up  Area,Ready To Move,Electronic City Phase II,3,975.0,2.0,45.0
2175,Plot  Area,At available date,Electronic City Phase II,4,6000.0,4.0,260.0
2176,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1116.0,2.0,37.0
2177,Built-up  Area,At available date,Electronic City Phase II,2,1125.0,2.0,29.25
2178,Super built-up  Area,At available date,Electronic City Phase II,2,1000.0,2.0,28.88
2179,Super built-up  Area,At available date,Electronic City Phase II,2,1000.0,2.0,28.88
2180,Built-up  Area,At available date,Electronic City Phase II,2,1000.0,2.0,28.88
2181,Built-up  Area,At available date,Electronic City Phase II,2,1165.0,2.0,30.29
2182,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1031.0,2.0,53.0
2184,Built-up  Area,At available date,Electronic City Phase II,2,1065.0,2.0,30.88
2186,Super built-up  Area,Ready To Move,Electronic City Phase II,3,1549.0,3.0,80.0
2187,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1065.0,2.0,56.13
2189,Super built-up  Area,Ready To Move,Electronic City Phase II,2,920.0,2.0,26.0
2190,Super built-up  Area,At available date,Electronic City Phase II,2,1140.0,2.0,33.84
2191,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1219.0,2.0,61.26
2192,Built-up  Area,At available date,Electronic City Phase II,3,1252.0,2.0,65.0
2193,Built-up  Area,At available date,Electronic City Phase II,2,1125.0,2.0,32.49
2195,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1286.0,2.0,69.0
2197,Super built-up  Area,At available date,Electronic City Phase II,2,1140.0,2.0,32.92
2198,Super built-up  Area,At available date,Electronic City Phase II,2,1116.0,2.0,40.0
2199,Built-up  Area,Ready To Move,Electronic City Phase II,3,1150.0,3.0,46.0
2200,Super built-up  Area,Ready To Move,Electronic City Phase II,3,1192.0,2.0,47.0
2202,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1020.0,2.0,32.0
2203,Built-up  Area,Ready To Move,Electronic City Phase II,4,1900.0,3.0,97.0
2204,Super built-up  Area,At available date,Electronic City Phase II,2,1020.0,2.0,27.43
2205,Built-up  Area,At available date,Electronic City Phase II,2,1025.0,2.0,26.65
2206,Built-up  Area,At available date,Electronic City Phase II,2,1020.0,2.0,29.45
2207,Built-up  Area,At available date,Electronic City Phase II,2,1000.0,2.0,28.88
2209,Super built-up  Area,At available date,Electronic City Phase II,2,1140.0,2.0,28.5
2210,Super built-up  Area,At available date,Electronic City Phase II,2,1125.0,2.0,32.49
2211,Super built-up  Area,At available date,Electronic City Phase II,2,1200.0,2.0,34.65
2212,Super built-up  Area,At available date,Electronic City Phase II,2,1160.0,2.0,52.2
2213,Super built-up  Area,At available date,Electronic City Phase II,2,1244.0,2.0,55.0
2214,Built-up  Area,At available date,Electronic City Phase II,2,1160.0,2.0,33.51
2217,Super built-up  Area,At available date,Electronic City Phase II,2,972.0,2.0,40.0
2218,Built-up  Area,At available date,Electronic City Phase II,2,1160.0,2.0,33.51
2220,Built-up  Area,At available date,Electronic City Phase II,2,1090.0,2.0,31.48
2221,Built-up  Area,At available date,Electronic City Phase II,2,1140.0,2.0,32.92
2222,Super built-up  Area,Ready To Move,Electronic City Phase II,1,650.0,1.0,35.0
2223,Built-up  Area,Ready To Move,Electronic City Phase II,2,1155.0,2.0,57.0
2224,Super built-up  Area,Ready To Move,Electronic City Phase II,3,1800.0,3.0,92.0
2225,Built-up  Area,Ready To Move,Electronic City Phase II,2,1300.0,2.0,28.0
2226,Super built-up  Area,At available date,Electronic City Phase II,2,1160.0,2.0,33.5
2227,Built-up  Area,At available date,Electronic City Phase II,2,1025.0,2.0,29.6
2228,Super built-up  Area,At available date,Electronic City Phase II,2,829.0,2.0,22.8
2229,Super built-up  Area,At available date,Electronic City Phase II,4,2187.5,4.0,105.0
2230,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1252.0,2.0,67.0
2232,Built-up  Area,At available date,Electronic City Phase II,2,1125.0,2.0,32.63
2233,Super built-up  Area,At available date,Electronic City Phase II,2,1140.0,2.0,34.0
2236,Super built-up  Area,Ready To Move,Electronic City Phase II,3,1252.0,2.0,65.0
2237,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1135.0,2.0,46.0
2238,Super built-up  Area,Ready To Move,Electronic City Phase II,3,1305.0,3.0,65.0
2239,Built-up  Area,At available date,Electronic City Phase II,2,1165.0,2.0,33.64
2241,Super built-up  Area,At available date,Electronic City Phase II,3,1336.0,2.0,50.35
2242,Built-up  Area,Ready To Move,Electronic City Phase II,1,575.0,1.0,16.75
2243,Super built-up  Area,Ready To Move,Electronic City Phase II,3,925.0,2.0,49.82
2244,Built-up  Area,At available date,Electronic City Phase II,2,1065.0,2.0,30.76
2245,Built-up  Area,At available date,Electronic City Phase II,2,1065.0,2.0,30.75
2246,Built-up  Area,At available date,Electronic City Phase II,2,1140.0,2.0,33.06
2247,Super built-up  Area,Ready To Move,Electronic City Phase II,2,911.0,2.0,26.5
2248,Built-up  Area,At available date,Electronic City Phase II,2,1200.0,2.0,34.65
2249,Super built-up  Area,Ready To Move,Electronic City Phase II,2,1031.0,2.0,54.48
2253,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1475.0,3.0,78.29
2254,Built-up  Area,Ready To Move,Electronics City Phase 1,3,1490.0,3.0,78.8
2255,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1113.27,2.0,53.0
2256,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1490.0,3.0,84.0
2263,Built-up  Area,Ready To Move,Electronics City Phase 1,2,1015.0,2.0,56.0
2265,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1515.0,2.0,80.91
2266,Built-up  Area,Ready To Move,Electronics City Phase 1,2,995.0,2.0,46.0
2267,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1555.0,2.0,82.0
2268,Built-up  Area,At available date,Electronics City Phase 1,2,1340.0,2.0,75.0
2269,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1124.0,2.0,55.0
2270,Super built-up  Area,At available date,Electronics City Phase 1,2,1175.0,2.0,57.0
2271,Super built-up  Area,At available date,Electronics City Phase 1,1,755.0,1.0,42.41
2272,Built-up  Area,Ready To Move,Electronics City Phase 1,1,580.0,1.0,27.0
2273,Built-up  Area,Ready To Move,Electronics City Phase 1,2,940.0,2.0,49.0
2274,Super built-up  Area,At available date,Electronics City Phase 1,2,1335.0,2.0,67.0
2275,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1113.12,2.0,55.0
2277,Built-up  Area,Ready To Move,Electronics City Phase 1,3,1350.0,3.0,71.0
2279,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,995.0,2.0,49.8
2280,Built-up  Area,Ready To Move,Electronics City Phase 1,1,635.0,1.0,26.0
2281,Super built-up  Area,At available date,Electronics City Phase 1,2,1190.0,2.0,68.0
2283,Super built-up  Area,At available date,Electronics City Phase 1,3,1450.0,3.0,72.54
2284,Super built-up  Area,Ready To Move,Electronics City Phase 1,1,360.0,1.0,16.9
2285,Built-up  Area,Ready To Move,Electronics City Phase 1,1,638.0,1.0,32.0
2286,Super built-up  Area,At available date,Electronics City Phase 1,2,1175.0,2.0,64.98
2287,Super built-up  Area,Ready To Move,Electronics City Phase 1,1,585.0,1.0,21.0
2288,Super built-up  Area,At available date,Electronics City Phase 1,2,1200.0,2.0,59.76
2289,Super built-up  Area,At available date,Electronics City Phase 1,2,1145.0,2.0,54.0
2290,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1125.0,2.0,65.0
2291,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1550.0,2.0,82.0
2293,Built-up  Area,Ready To Move,Electronics City Phase 1,2,865.0,2.0,40.0
2297,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1800.0,3.0,93.0
2298,Super built-up  Area,At available date,Electronics City Phase 1,2,1314.0,2.0,60.0
2299,Super built-up  Area,At available date,Electronics City Phase 1,2,1170.0,2.0,62.0
2300,Super built-up  Area,At available date,Electronics City Phase 1,3,1450.0,3.0,79.0
2301,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,940.0,2.0,48.0
2302,Super built-up  Area,At available date,Electronics City Phase 1,2,940.0,2.0,44.0
2303,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1300.0,2.0,67.0
2304,Built-up  Area,Ready To Move,Electronics City Phase 1,2,1028.0,2.0,51.0
2306,Super built-up  Area,At available date,Electronics City Phase 1,2,1205.0,2.0,60.0
2308,Super built-up  Area,At available date,Electronics City Phase 1,2,1305.0,2.0,67.0
2309,Super built-up  Area,Ready To Move,Electronics City Phase 1,1,755.0,1.0,30.12
2310,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1175.0,2.0,60.0
2311,Super built-up  Area,Ready To Move,Frazer Town,3,1700.0,3.0,180.0
2312,Built-up  Area,Ready To Move,Frazer Town,3,1305.0,3.0,95.45
2313,Super built-up  Area,Ready To Move,Frazer Town,3,1870.0,3.0,185.0
2314,Super built-up  Area,Ready To Move,Frazer Town,3,1750.0,3.0,150.0
2316,Super built-up  Area,Ready To Move,Frazer Town,3,2000.0,3.0,200.0
2317,Built-up  Area,Ready To Move,Frazer Town,3,3500.0,4.0,330.0
2318,Super built-up  Area,Ready To Move,Frazer Town,3,2350.0,4.0,285.0
2319,Super built-up  Area,Ready To Move,Frazer Town,2,1550.0,2.0,140.0
2320,Built-up  Area,Ready To Move,Frazer Town,3,1900.0,4.0,145.0
2321,Super built-up  Area,Ready To Move,Frazer Town,3,2560.0,3.0,265.0
2322,Super built-up  Area,Ready To Move,Frazer Town,3,2400.0,3.0,260.0
2323,Super built-up  Area,Ready To Move,Frazer Town,3,2560.0,3.0,288.0
2324,Built-up  Area,Ready To Move,Frazer Town,4,3436.0,5.0,341.0
2326,Built-up  Area,Ready To Move,Frazer Town,2,1315.0,2.0,140.0
2327,Super built-up  Area,Ready To Move,Frazer Town,3,1706.0,3.0,154.0
2328,Built-up  Area,At available date,Frazer Town,3,2079.0,3.0,220.0
2329,Built-up  Area,Ready To Move,Frazer Town,4,3435.0,2.0,341.0
2330,Super built-up  Area,Ready To Move,Frazer Town,4,3436.0,5.0,345.0
2331,Super built-up  Area,Ready To Move,Frazer Town,3,3100.0,3.0,400.0
2332,Super built-up  Area,Ready To Move,Frazer Town,3,5400.0,3.0,400.0
2333,Super built-up  Area,Ready To Move,Frazer Town,2,1180.0,2.0,105.0
2334,Super built-up  Area,Ready To Move,Frazer Town,4,2900.0,4.0,325.0
2335,Super built-up  Area,Ready To Move,Frazer Town,3,1870.0,3.0,180.0
2336,Plot  Area,Ready To Move,Frazer Town,1,896.0,1.0,100.0
2337,Built-up  Area,Ready To Move,Frazer Town,2,1420.0,2.0,120.0
2338,Super built-up  Area,Ready To Move,GM Palaya,3,1820.0,2.0,86.0
2339,Super built-up  Area,At available date,GM Palaya,2,1225.0,2.0,47.0
2340,Super built-up  Area,At available date,GM Palaya,2,1140.0,2.0,48.95
2341,Built-up  Area,Ready To Move,GM Palaya,3,1315.0,2.0,65.0
2342,Super built-up  Area,Ready To Move,GM Palaya,3,1315.0,3.0,65.0
2343,Super built-up  Area,Ready To Move,GM Palaya,3,1315.0,3.0,64.0
2344,Built-up  Area,Ready To Move,GM Palaya,3,1735.0,3.0,70.0
2345,Super built-up  Area,Ready To Move,GM Palaya,3,1643.0,2.0,70.0
2346,Super built-up  Area,Ready To Move,Ganga Nagar,1,600.0,1.0,38.0
2347,Super built-up  Area,Ready To Move,Ganga Nagar,2,845.0,2.0,55.0
2348,Super built-up  Area,Ready To Move,Ganga Nagar,2,1112.0,2.0,68.0
2349,Super built-up  Area,Ready To Move,Ganga Nagar,2,998.0,2.0,65.0
2350,Super built-up  Area,Ready To Move,Ganga Nagar,2,1250.0,2.0,65.0
2351,Super built-up  Area,Ready To Move,Garudachar Palya,3,1325.0,2.0,60.8
2352,Super built-up  Area,Ready To Move,Garudachar Palya,2,1060.0,2.0,48.7
2353,Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2.0,52.75
2354,Super built-up  Area,Ready To Move,Garudachar Palya,3,1295.0,2.0,59.5
2355,Super built-up  Area,Ready To Move,Garudachar Palya,3,1320.0,2.0,60.6
2356,Super built-up  Area,Ready To Move,Garudachar Palya,3,1295.0,2.0,59.5
2357,Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2.0,52.8
2358,Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2.0,52.8
2359,Super built-up  Area,Ready To Move,Garudachar Palya,2,1060.0,2.0,48.5
2360,Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2.0,52.5
2361,Super built-up  Area,Ready To Move,Garudachar Palya,3,1325.0,2.0,60.8
2362,Super built-up  Area,Ready To Move,Garudachar Palya,2,1060.0,2.0,48.66
2363,Super built-up  Area,Ready To Move,Garudachar Palya,2,1150.0,2.0,52.0
2364,Super built-up  Area,Ready To Move,Garudachar Palya,2,1154.0,2.0,51.8
2366,Plot  Area,Ready To Move,Giri Nagar,4,2400.0,4.0,400.0
2367,Plot  Area,Ready To Move,Giri Nagar,3,1800.0,3.0,252.0
2368,Plot  Area,Ready To Move,Giri Nagar,3,1350.0,3.0,240.0
2369,Plot  Area,Ready To Move,Giri Nagar,4,2400.0,4.0,400.0
2370,Built-up  Area,Ready To Move,Giri Nagar,6,3000.0,4.0,375.0
2371,Plot  Area,Ready To Move,Giri Nagar,6,2400.0,6.0,400.0
2372,Plot  Area,Ready To Move,Giri Nagar,4,4000.0,3.0,750.0
2373,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2374,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,1408.0,3.0,62.0
2375,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,861.0,2.0,34.5
2376,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,1318.0,3.0,54.0
2377,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,861.0,2.0,36.5
2378,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,1320.0,3.0,60.0
2379,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,1345.0,3.0,60.0
2380,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,4,1905.0,3.0,86.0
2381,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,1318.0,3.0,56.0
2382,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,1129.0,2.0,50.0
2383,Built-up  Area,Ready To Move,Gottigere,2,1100.0,2.0,40.0
2384,Built-up  Area,Ready To Move,Gottigere,2,967.0,2.0,45.0
2385,Super built-up  Area,Ready To Move,Gottigere,3,1618.0,3.0,82.5
2386,Super built-up  Area,Ready To Move,Gottigere,2,1222.0,2.0,63.0
2388,Super built-up  Area,Ready To Move,Gottigere,3,1300.0,3.0,65.0
2389,Super built-up  Area,Ready To Move,Gottigere,2,950.0,2.0,38.0
2390,Super built-up  Area,Ready To Move,Gottigere,2,1153.0,2.0,48.5
2391,Plot  Area,Ready To Move,Gottigere,1,812.0,1.0,26.0
2393,Super built-up  Area,Ready To Move,Gottigere,3,1460.0,2.0,65.0
2394,Super built-up  Area,Ready To Move,Gottigere,3,1500.0,3.0,70.0
2395,Super built-up  Area,Ready To Move,Gottigere,3,1621.0,3.0,72.0
2396,Plot  Area,Ready To Move,Gottigere,1,812.0,1.0,26.0
2397,Super built-up  Area,Ready To Move,Gottigere,2,990.0,2.0,40.0
2398,Super built-up  Area,Ready To Move,Gottigere,2,1235.0,2.0,63.0
2399,Super built-up  Area,Ready To Move,Gottigere,3,1385.0,3.0,64.0
2400,Super built-up  Area,Ready To Move,Gottigere,2,1000.0,2.0,35.0
2401,Super built-up  Area,Ready To Move,Gottigere,2,1010.0,2.0,35.0
2403,Super built-up  Area,Ready To Move,Gottigere,2,1410.0,2.0,45.0
2405,Super built-up  Area,Ready To Move,Gottigere,3,1435.0,2.0,62.0
2406,Built-up  Area,Ready To Move,Gottigere,2,945.0,2.0,45.0
2408,Plot  Area,Ready To Move,Gottigere,4,2500.0,3.0,120.0
2409,Super built-up  Area,Ready To Move,Gottigere,3,1230.0,2.0,52.0
2410,Super built-up  Area,Ready To Move,Gottigere,2,1120.0,2.0,50.0
2411,Super built-up  Area,Ready To Move,Gottigere,3,1500.0,3.0,63.0
2412,Super built-up  Area,Ready To Move,Gottigere,2,1200.0,2.0,40.0
2413,Super built-up  Area,Ready To Move,Gottigere,2,1280.0,2.0,61.0
2414,Super built-up  Area,Ready To Move,Gottigere,2,1205.0,2.0,56.58
2415,Super built-up  Area,Ready To Move,Gottigere,2,1170.0,2.0,40.0
2416,Built-up  Area,Ready To Move,Gottigere,4,3000.0,3.0,132.0
2417,Super built-up  Area,Ready To Move,Gottigere,3,1613.0,3.0,72.0
2418,Super built-up  Area,Ready To Move,Gottigere,2,1110.0,2.0,36.25
2419,Super built-up  Area,Ready To Move,Gottigere,2,1245.0,2.0,59.0
2420,Super built-up  Area,Ready To Move,Gottigere,2,1200.0,2.0,50.0
2421,Built-up  Area,Ready To Move,Green Glen Layout,3,1670.0,3.0,120.0
2422,Super built-up  Area,Ready To Move,Green Glen Layout,4,3250.0,4.0,230.0
2423,Super built-up  Area,Ready To Move,Green Glen Layout,3,1776.42,3.0,105.0
2424,Super built-up  Area,Ready To Move,Green Glen Layout,4,3250.0,4.0,230.0
2425,Built-up  Area,Ready To Move,Green Glen Layout,2,940.0,2.0,56.8
